genotype,s_r vs. LibB_pre
[111100100],-3.1032361716611634
[111100101],-3.2145705794267396
[111100110],-5.896014203498441
[111100111],nan
[111101000],nan
[111101001],nan
[111101010],-5.933179260769674
[111101011],-4.179035526891076
[111101100],-5.014475739949797
[111101101],-4.397609020794969
[111101110],nan
[111101111],nan
[111110000],-5.308241433660795
[111110001],nan
[111110010],nan
[111110011],nan
[111110100],-5.577560472379907
[111110101],-6.361901615761142
[111110110],nan
[111110111],nan
[111111000],nan
[111111001],nan
[111111010],nan
[111111011],nan
[111111100],nan
[111111101],nan
[111111110],nan
[111111111],nan
