genotype,s_r vs. LibA_pre
[111001010],2.3137251888767305
[111001011],6.734466745415187
[111001100],3.060662566714542
[111001101],7.043993118538998
[111001110],nan
[111001111],5.9676628088000525
[111010000],4.533310230635004
[111010001],7.784961180852537
[111010010],nan
[111010011],4.258487731792988
[111010100],2.7145173333286645
[111010101],6.679432471118483
[111010110],1.6167130539742685
[111010111],0.8531020946751875
[111011000],nan
[111011001],1.1476406620582198
[111011010],2.2624186936047206
[111011011],7.288481942977463
[111011100],1.4093888980244813
[111011101],7.469525510208907
[111011110],2.1186982357964053
[111011111],5.890434377088424
[111100000],nan
[111100001],0.3522935689577933
[111100010],nan
[111100011],nan
[111100100],nan
[111100101],1.0720366986851992
[111100110],nan
[111100111],nan
[111101000],nan
[111101001],nan
[111101010],nan
[111101011],-0.22905211455665864
[111101100],nan
[111101101],nan
[111101110],nan
[111101111],nan
[111110000],nan
[111110001],nan
[111110010],nan
[111110011],nan
[111110100],nan
[111110101],-0.4210716212854084
[111110110],nan
[111110111],nan
[111111000],nan
[111111001],nan
[111111010],nan
[111111011],nan
[111111100],nan
[111111101],nan
[111111110],nan
[111111111],nan
