genotype,s_r vs. LibA_pre
[100010010],-1.03983820157389
[100010011],-3.1631060265433297
[100010100],-2.4526284348347285
[100010101],-5.091995919265132
[100010110],-3.8221083456831124
[100010111],-7.81911778806091
[100011000],-4.544434003363853
[100011001],-7.685218465526002
[100011010],-1.0912757935853132
[100011011],-3.132754476812757
[100011100],-3.3781451919650607
[100011101],-5.98896837632789
[100011110],-3.4021209138812925
[100011111],-7.383117698412982
[100100000],1.5201616424264248
[100100001],-5.883836270744361
[100100010],-1.383069580838911
[100100011],-6.281131237415499
[100100100],-2.4431531115926792
[100100101],-5.333826194234582
[100100110],-3.693809340749764
[100100111],-7.11854023799548
[100101000],-4.824611002688193
[100101001],-7.528927114533654
[100101010],-0.9973007292835636
[100101011],-3.5882979080036717
[100101100],-3.0574697440565015
[100101101],-6.531714308315628
[100101110],-3.7122677675203826
[100101111],-7.932596285508088
[100110000],1.572582841691763
[100110001],-5.515970165114695
[100110010],-1.392565575737927
[100110011],-6.4526286085819695
[100110100],-2.489010672955519
[100110101],-5.328563952446618
[100110110],-3.882590248998668
[100110111],nan
[100111000],-4.3388248963372895
[100111001],-8.476178011892209
[100111010],-0.8637358770687895
[100111011],-3.5681980443804777
[100111100],-3.1143772066138578
[100111101],-6.106405901598636
[100111110],-3.41470204691582
[100111111],-7.341818813702129
[101000000],-1.0447108392565012
[101000001],-7.8198917070315295
[101000010],-4.89378809233374
[101000011],-6.889497667973202
[101000100],-2.365643265415728
[101000101],-4.653929080452189
[101000110],-5.45042916235872
[101000111],nan
[101001000],-6.571114973203997
[101001001],-8.057407396427784
[101001010],-4.725176088423083
[101001011],-6.403921577765523
[101001100],-5.094065043269406
[101001101],-7.8502500460385605
[101001110],-6.350472419469418
[101001111],-7.774794393825706
[101010000],-1.3825130395449317
[101010001],-7.449334260938681
[101010010],-4.856969842868647
[101010011],-6.442674077974008
[101010100],-2.2729346159714714
[101010101],-4.722264276355821
[101010110],-5.655296451755579
[101010111],nan
[101011000],nan
[101011001],-8.090668186296405
[101011010],-4.816084746415085
[101011011],-6.665671987969256
[101011100],-4.900253399963832
[101011101],-7.250168935127842
[101011110],-5.887347017276837
[101011111],-7.707288469741936
[101100000],-1.1228574593650456
[101100001],-6.699060939924019
[101100010],-4.555090543526765
[101100011],-6.839235648837531
[101100100],-2.1261169790343257
[101100101],-5.659790074351516
[101100110],-5.239420669386703
[101100111],-7.443502315330205
[101101000],nan
[101101001],-7.689162916687104
[101101010],-5.394791995395286
[101101011],-7.267359326873561
[101101100],-5.265577118821076
[101101101],-8.065834768569722
[101101110],-5.553259191272858
[101101111],-8.741937850476305
[101110000],-3.1316290928819748
[101110001],-7.300991396203085
[101110010],-6.5596126406002115
[101110011],-7.131199474529768
[101110100],-3.3275359474603032
[101110101],-5.456057249017671
[101110110],-6.049329367004732
[101110111],-7.504114834533772
[101111000],-5.611897654429864
[101111001],-7.887285624765505
[101111010],-6.334835160033917
[101111011],-7.897553284031696
[101111100],-5.877967792644052
[101111101],-8.10287259856484
[101111110],-7.30338485885203
[101111111],-7.385165803592644
[110000000],-1.1462583895296579
[110000001],-7.431705646531718
[110000010],-4.5996718884957755
[110000011],-6.297512795127432
[110000100],-2.322816718933821
[110000101],-4.751671016129849
[110000110],-6.042811148739899
[110000111],-7.517412670316089
[110001000],-6.358258177234834
[110001001],-7.475977996961265
[110001010],-4.867214540133315
[110001011],-6.626794102265714
[110001100],-5.055839983448549
[110001101],-7.414587850233882
[110001110],-6.28652235693796
[110001111],-8.087814629502848
[110010000],-0.9363114860840003
[110010001],-8.130536763905546
[110010010],-4.966917128176149
[110010011],-5.853390639188305
[110010100],-2.2668399174178258
[110010101],-4.541513662799922
[110010110],-5.530612356990737
[110010111],-9.125972991628915
[110011000],-6.643272078413556
[110011001],-7.379318874098205
[110011010],-4.893825334238791
[110011011],-6.326295043206075
[110011100],-4.677124173980842
[110011101],-7.228613113657547
[110011110],-5.481847075066082
[110011111],-7.198303653218305
[110100000],-1.2995465714708176
[110100001],-7.780393982889448
[110100010],-4.138771530451821
[110100011],-7.24448661376385
[110100100],-2.238719533330127
[110100101],-5.377023600682301
[110100110],-7.816036280569101
[110100111],-6.854144890934276
[110101000],-6.750384526220289
[110101001],-8.88389451463247
[110101010],-5.93553764446553
[110101011],-6.860110348661276
[110101100],-5.6595015183320685
[110101101],-7.79876291896921
[110101110],-5.67489801394089
[110101111],-8.80354285258258
[110110000],-2.7227446154584403
[110110001],-8.067914819745152
[110110010],-6.263940632798599
[110110011],-6.996098924808858
[110110100],-2.906728596076216
[110110101],-6.6330949842605555
[110110110],nan
[110110111],-7.420067750789046
[110111000],nan
[110111001],-7.800597806994461
[110111010],-7.755406628963741
[110111011],-9.258238654130384
[110111100],-6.064966626440233
[110111101],-7.540219642982376
[110111110],nan
[110111111],-6.799868637408974
[111000000],-1.0470349829969916
[111000001],-6.976926637459868
[111000010],-4.935983093062724
[111000011],-6.362895483501955
[111000100],-2.3090099140491342
[111000101],-4.64806231350561
[111000110],-5.434445850774168
[111000111],-7.527503135350663
[111001000],nan
[111001001],-7.641315246732069
[111001010],-5.199096770605079
[111001011],-6.111142747483476
[111001100],-5.368480767565325
[111001101],-8.842399522970766
[111001110],-5.653680831204829
[111001111],nan
[111010000],-1.0789828229477574
[111010001],-7.355065752965657
[111010010],-5.152887942151786
[111010011],-6.887323890053853
[111010100],-2.4338228335391925
[111010101],-4.654785246646361
[111010110],-5.8968883634314295
[111010111],nan
[111011000],nan
[111011001],-7.721159145078091
[111011010],-5.250403265877089
[111011011],-6.535181307524049
[111011100],-5.217458201939515
[111011101],-7.396877855922936
[111011110],-5.548936160373575
[111011111],-8.949704737810276
[111100000],-1.0293005967006195
[111100001],-7.312181266921819
[111100010],-4.500612203093752
[111100011],-7.423763172483883
[111100100],-2.096851353405769
[111100101],-5.451204741866491
[111100110],-4.7886882828689545
[111100111],-7.188262675494483
[111101000],-7.329904577952307
[111101001],-8.773199222989
[111101010],-4.734564474135107
[111101011],-7.200379769876325
[111101100],-5.958724299381021
[111101101],-8.191741813555904
[111101110],-5.194171969531894
[111101111],-7.319312222402635
[111110000],-1.5370849455521958
[111110001],-8.116910353043828
[111110010],-5.224528061679219
[111110011],-8.233366823542323
[111110100],-2.207628771029647
[111110101],-6.832783488669652
[111110110],-7.44474630653893
[111110111],-7.413760678869699
[111111000],-6.561788920022807
[111111001],-8.21728212807724
[111111010],-5.242801856306471
[111111011],-7.749077313832762
[111111100],-5.348330611491251
[111111101],-7.274144745767693
[111111110],-6.115653415042948
[111111111],-8.815433032147602
