genotype,s_r vs. LibB_pre
[100111111],-1.2709407660299323
[101000000],3.3417451758144026
[101000001],4.399164233230755
[101000010],3.6414148021417874
[101000011],1.879322990493275
[101000100],2.9001709006599468
[101000101],4.0108614858160205
[101000110],1.6106566053076088
[101000111],0.11947836709970039
[101001000],-1.1959466545284387
[101001001],-1.7483850770171778
[101001010],1.9106576169417657
[101001011],3.1591053811594803
[101001100],1.7433195391726442
[101001101],3.7687367770501368
[101001110],0.8235445291283349
[101001111],2.93522892060751
[101010000],3.143734970533262
[101010001],4.3600647154656595
[101010010],3.584676507264027
[101010011],1.7422528108723319
[101010100],2.508961944335214
[101010101],3.6259642715149036
[101010110],1.642344730765981
[101010111],-0.19552484935404424
[101011000],-1.4278895769222388
[101011001],-1.319425428066722
[101011010],2.6311173478557883
[101011011],3.716024739390064
[101011100],1.3957557393214954
[101011101],3.7633202216355546
[101011110],0.48644218122615923
[101011111],2.5350748858134873
[101100000],-0.7644516180811189
[101100001],0.09962245932801284
[101100010],-0.5948693814136683
[101100011],-1.8000543468078347
[101100100],-0.17403430549111376
[101100101],-0.11659904786936592
[101100110],-2.8601721367495334
[101100111],nan
[101101000],nan
[101101001],nan
[101101010],-2.1234248951147148
[101101011],-0.8613787318034825
[101101100],-2.479184289007153
[101101101],-0.2716308369474252
[101101110],-3.3062140623411405
[101101111],-1.310571389342572
[101110000],nan
[101110001],-3.543657190547258
[101110010],nan
[101110011],-3.8916839002127976
[101110100],-3.2736267646304635
[101110101],-4.580990890882886
[101110110],nan
[101110111],nan
[101111000],nan
[101111001],nan
[101111010],nan
[101111011],nan
[101111100],nan
[101111101],-3.8840416251597625
[101111110],nan
[101111111],nan
[110000000],3.2316076969346734
[110000001],4.340632648543821
[110000010],3.418118647339748
[110000011],1.9158484233928559
[110000100],3.0125758164349987
[110000101],4.044915968526071
[110000110],1.452574462988498
[110000111],0.027386895668300104
[110001000],-1.5160388126661881
[110001001],-1.3875998053468876
[110001010],2.120213661168367
[110001011],3.087929810066379
[110001100],1.503133085234876
[110001101],3.4572542204607113
[110001110],0.643750480607375
[110001111],2.649029028740369
[110010000],3.0574097823820123
[110010001],4.181420558753867
[110010010],3.4216466876694787
[110010011],1.7121012307816617
[110010100],2.565713002962272
[110010101],3.5938840012105615
[110010110],1.0728105323403834
[110010111],-0.282516638104652
[110011000],-1.160916289963112
[110011001],-1.5845636520533608
[110011010],2.8555315136817425
[110011011],3.68459989845828
[110011100],1.5165427646790786
[110011101],3.9656677523900403
[110011110],0.42062926577339566
[110011111],2.4488542687252366
[110100000],-1.0452678218276117
[110100001],0.14503024588334434
[110100010],-0.9483766221109207
[110100011],-2.578623889695874
[110100100],-0.30188664000819454
[110100101],-0.48992802247890266
[110100110],-3.1545623962446334
[110100111],nan
[110101000],nan
[110101001],nan
[110101010],-2.167024956189588
[110101011],-1.0482895463581965
[110101100],-1.716676418405553
[110101101],-0.18428598371224858
[110101110],nan
[110101111],-1.7527762024241182
[110110000],-3.8992682135770536
[110110001],-3.9068471535093985
[110110010],-3.5003810861786175
[110110011],nan
[110110100],-2.771976701375927
[110110101],-2.9476151872794465
[110110110],nan
[110110111],nan
[110111000],nan
[110111001],nan
[110111010],nan
[110111011],-3.6605139252328107
[110111100],-3.9254454301848862
[110111101],-3.918057802648421
[110111110],nan
[110111111],nan
[111000000],3.2472696999185904
[111000001],4.3472234685268205
[111000010],3.5585119563490277
[111000011],1.8567743436978286
[111000100],3.0053827032970886
[111000101],4.085558027343355
[111000110],1.1346287726970563
[111000111],-0.09365850293720501
[111001000],-1.0989747813872364
[111001001],-2.3055941692977835
[111001010],2.0057609515252075
[111001011],3.0913011652919735
[111001100],1.5568012338513024
[111001101],3.655816813393554
[111001110],0.7506869545925263
[111001111],2.6073979400159844
[111010000],2.9930931722590355
[111010001],4.227021375658332
[111010010],3.445529162085892
[111010011],1.7070667315150438
[111010100],2.5847834970850982
[111010101],3.4953052559652784
[111010110],1.4446130077395503
[111010111],-0.3057998138803266
[111011000],-1.5883891512817732
[111011001],-2.1576036296039196
[111011010],2.4867539231735747
[111011011],3.5636736720631794
[111011100],1.3499162084602923
[111011101],3.7529707588947088
[111011110],0.23909831458121444
[111011111],2.5761988312077326
[111100000],-1.2382602639120357
[111100001],-0.1429154771150245
[111100010],-1.0781135450740886
[111100011],-2.0469051658291475
[111100100],-0.4201021867176964
[111100101],-0.5821712991940986
[111100110],-2.6922870574366855
[111100111],-4.063130620383115
[111101000],nan
[111101001],nan
[111101010],-4.341915748058556
[111101011],-0.9252242764319094
[111101100],-3.012709325100557
[111101101],-0.49922525992441447
[111101110],-4.059896450583555
[111101111],-1.5773280052199623
[111110000],nan
[111110001],-2.191530875188071
[111110010],-4.020432530578098
[111110011],nan
[111110100],-2.729214330028904
[111110101],-2.6874158385302827
[111110110],nan
[111110111],nan
[111111000],nan
[111111001],nan
[111111010],nan
[111111011],nan
[111111100],-3.852765567044265
[111111101],nan
[111111110],nan
[111111111],nan
