genotype,s_r_merged
[001011000],-5.399238759471825
[001011001],-6.467974621422614
[001011010],-0.1748494965984978
[001011011],0.3152587676287141
[001011100],0.39909636260259623
[001011101],0.2106387450182576
[001011110],-1.27179428827052
[001011111],-2.154759199713291
[001100000],-1.1788626566938818
[001100001],-2.6763969745473335
[001100010],-2.96701611964224
[001100011],-5.80190464139391
[001100100],-3.0358612345427143
[001100101],-3.4454964788728497
[001100110],-3.958367800345044
[001100111],-7.248321784397156
[001101000],nan
[001101001],nan
[001101010],-3.031794489230222
[001101011],-2.6995776114666206
[001101100],-3.0918785775846334
[001101101],-4.286604879375457
[001101110],-4.153888089909857
[001101111],-5.667114965734023
[001110000],-3.96432259872166
[001110001],-6.664722369583138
[001110010],-6.413243311667877
[001110011],-7.712178268838666
[001110100],-5.4009558943008935
[001110101],-7.636863870028998
[001110110],-6.156923692954749
[001110111],nan
[001111000],nan
[001111001],nan
[001111010],nan
[001111011],-6.457272574986714
[001111100],-6.139819668095569
[001111101],nan
[001111110],nan
[001111111],nan
[010000000],0.5480449379269774
[010000001],0.41492049377147994
[010000010],0.24291902369130824
[010000011],-2.1204885850890065
[010000100],0.19427754707452916
[010000101],-0.6985821998524787
[010000110],-1.0178288968645002
[010000111],-3.3701077281899625
[010001000],-4.6185838482692585
[010001001],-6.156332439236434
[010001010],0.1994993988190992
[010001011],0.6708890239399458
[010001100],0.021931429835303457
[010001101],-0.5610028204826715
[010001110],-0.7797342788751921
[010001111],-0.7805139878650488
[010010000],0.2806320642317125
[010010001],-0.07052740518608858
[010010010],0.3202325550886684
[010010011],-2.1720098399531014
[010010100],0.3394424680341066
[010010101],-0.4032969513137674
[010010110],-1.192630515661098
[010010111],-3.339513200262479
[010011000],-4.898321175955381
[010011001],-5.778553127574977
[010011010],0.1686441375383706
[010011011],0.6256172294004694
[010011100],0.6549077951682037
[010011101],0.182007283711604
[010011110],-1.0779091817310127
[010011111],-2.0885315291740367
[010100000],-1.3408834189554006
[010100001],-2.9128198798869285
[010100010],-3.0829143028637294
[010100011],-5.813944708285724
[010100100],-3.154009646685097
[010100101],-3.853049403933094
[010100110],-3.9680922158552883
[010100111],-6.499203812217066
[010101000],nan
[010101001],-7.449860338540218
[010101010],-3.136927042169791
[010101011],-2.8795451662409817
[010101100],-3.7067074008922045
[010101101],-4.299203461146092
[010101110],-5.149272271475049
[010101111],-6.508176973576681
[010110000],-4.647020938776818
[010110001],-6.488379943452436
[010110010],-6.4881967561915515
[010110011],nan
[010110100],-5.528980006131806
[010110101],-7.345415500819731
[010110110],-6.269665208005461
[010110111],-7.669549134481365
[010111000],nan
[010111001],nan
[010111010],-6.0155827628445655
[010111011],-7.203977189443712
[010111100],-5.844363072343237
[010111101],-7.247692882768594
[010111110],-6.178764636159195
[010111111],-7.721796137185766
[011000000],0.3590525595745821
[011000001],0.31886030484686
[011000010],-0.09917458312563336
[011000011],-2.4249985966839605
[011000100],-0.06730134641112633
[011000101],-0.9279184144200306
[011000110],-1.0445638591229125
[011000111],-3.4246095089558906
[011001000],-3.0981127875163637
[011001001],-6.048865607460279
[011001010],-0.07507789180377815
[011001011],0.33499518840074743
[011001100],-0.27710386313684426
[011001101],-0.6010255498853304
[011001110],-0.9147636705384313
[011001111],-0.8995411200294291
[011010000],0.3263625060227308
[011010001],-0.12995880829922668
[011010010],-0.1472672797955622
[011010011],-2.6306435963373778
[011010100],-0.4141570035586208
[011010101],-0.8896031083320879
[011010110],-1.2989265039177413
[011010111],-3.2457789350494815
[011011000],-4.774293767954795
[011011001],-6.1250768844720325
[011011010],-0.16465712580846978
[011011011],0.2704651434842888
[011011100],0.013485047748198697
[011011101],-0.024995576016152654
[011011110],-1.5525853926516866
[011011111],-2.1379369680521054
[011100000],-1.3249821580523389
[011100001],-2.9727752383949078
[011100010],-3.1219699270745758
[011100011],-5.825603803150386
[011100100],-2.944377399250739
[011100101],-3.848339355357531
[011100110],-4.165768777324867
[011100111],-6.699890844456264
[011101000],nan
[011101001],-7.861112365205711
[011101010],-3.5821301564683723
[011101011],-3.0605163157795032
[011101100],-3.8333209601464007
[011101101],-4.482640919477433
[011101110],-5.117419419801525
[011101111],-6.581283221167586
[011110000],-4.2945674708677295
[011110001],-6.836056419987286
[011110010],-5.793804586250106
[011110011],nan
[011110100],-4.377174482464017
[011110101],-7.576568874364557
[011110110],nan
[011110111],nan
[011111000],nan
[011111001],nan
[011111010],-5.311346568300509
[011111011],-6.839204183265444
[011111100],-6.092242241140126
[011111101],-6.388629786920729
[011111110],nan
[011111111],nan
[100000000],0.12722105940427156
[100000001],-0.3090268705911803
[100000010],0.03381098915885605
[100000011],-1.7422325003825267
[100000100],-0.26472111758358113
[100000101],-0.7045442335809072
[100000110],-0.6417998123738227
[100000111],-3.5040417799968306
[100001000],-4.696712098883973
[100001001],-7.071077394833414
[100001010],-0.4192665857820737
[100001011],0.44271732959387533
[100001100],-1.6906570201462463
[100001101],-1.1267406933406305
[100001110],-1.193817646678816
[100001111],-2.3340860853501297
[100010000],-0.0064479091869933764
[100010001],-0.5781356691547174
[100010010],-0.1007023482224682
[100010011],-1.7340822302065888
[100010100],-0.6964850485375864
[100010101],-1.2526881543134685
[100010110],-1.180373016711422
[100010111],-4.062726301790477
[100011000],-4.396970196999274
[100011001],-6.850052951708041
[100011010],-0.5348763799948332
[100011011],-1.2720768369193536
[100011100],-1.3421696988241638
[100011101],-1.3115338222717507
[100011110],-1.0291759437907417
[100011111],-2.4426479790232825
[100100000],-0.057433083145736884
[100100001],-0.7399289320955796
[100100010],-0.42352494615652797
[100100011],-1.4936377857095107
[100100100],-0.6865921592434675
[100100101],-1.3672114615787274
[100100110],-1.4024765856376353
[100100111],-4.34915487474355
[100101000],-5.038602858751656
[100101001],-6.920671523709835
[100101010],-0.34227460094923945
[100101011],-1.4416676862168358
[100101100],-1.1936334822618886
[100101101],-1.6378427189159759
[100101110],-1.1956951531067848
[100101111],-2.8099914266366977
[100110000],-0.2902661576844629
[100110001],-0.5718428381272265
[100110010],-0.5005724270995006
[100110011],-2.0281440268085933
[100110100],-0.8833356942447154
[100110101],-1.1720432139394146
[100110110],-1.2825850627553999
[100110111],-4.246214130636153
[100111000],-5.378851838696048
[100111001],-6.848845767909497
[100111010],-0.22706003371478445
[100111011],-1.7656803470844904
[100111100],-1.4417211130896987
[100111101],-1.3785144887834873
[100111110],-1.2039610613963105
[100111111],-2.7017639490438063
[101000000],0.9211722248681234
[101000001],0.6874024026111671
[101000010],0.8154636240521907
[101000011],-1.803559024472208
[101000100],0.8239855854077276
[101000101],0.4749919738241631
[101000110],-0.3443931872970065
[101000111],-3.2626567781066353
[101001000],-4.396288045468733
[101001001],-6.223275309726527
[101001010],0.8547962159360112
[101001011],0.5556261548863585
[101001100],0.20818193683349387
[101001101],-0.2822163866901993
[101001110],-0.22470956323807548
[101001111],-1.4077701258862667
[101010000],0.12853042599503509
[101010001],-0.18284606991812116
[101010010],0.03736782571878309
[101010011],-2.3576499794380474
[101010100],0.4860790889648712
[101010101],0.12543200973756474
[101010110],-0.9547666442565174
[101010111],-4.134518434486562
[101011000],-5.0554433924443645
[101011001],-5.891900633718248
[101011010],0.2402551377118141
[101011011],0.11276590790619156
[101011100],-0.46202945152911284
[101011101],-0.7074870347118103
[101011110],-0.9251311592818013
[101011111],-2.4472278328376467
[101100000],-2.1350805265375654
[101100001],-2.774698813154078
[101100010],-2.4800559323810387
[101100011],-4.892364353858586
[101100100],-0.908404145169143
[101100101],-2.4271441761342203
[101100110],-3.3092894056393973
[101100111],-6.837030139291197
[101101000],nan
[101101001],nan
[101101010],-2.6441441930728415
[101101011],-2.09485046946917
[101101100],-2.7530460367690566
[101101101],-3.3205092812460606
[101101110],-3.512419590394907
[101101111],-5.0246375644301216
[101110000],-5.66102759412707
[101110001],-6.465930195743302
[101110010],-4.961994036560435
[101110011],-6.805212073269246
[101110100],-2.881078344346236
[101110101],-4.946658815897474
[101110110],nan
[101110111],nan
[101111000],nan
[101111001],nan
[101111010],-4.941129748141062
[101111011],-4.979784523552197
[101111100],-5.042802278826092
[101111101],-6.669736210863974
[101111110],-5.538726259664619
[101111111],nan
[110000000],0.462306240240497
[110000001],0.14783346446277978
[110000010],0.005662324901860767
[110000011],-2.1296072379868947
[110000100],0.7339565916016609
[110000101],0.43683808808789176
[110000110],-0.7463866426907898
[110000111],-3.6616325532488414
[110001000],-5.344989928485774
[110001001],-6.498328080355595
[110001010],0.22240789861286833
[110001011],-0.052584148963514855
[110001100],-0.7212467501840578
[110001101],-0.9518015855026812
[110001110],-0.7840105680400105
[110001111],-1.9449303485061484
[110010000],0.57297917031244
[110010001],0.030572614511741758
[110010010],0.19936721751603212
[110010011],-2.186971228600602
[110010100],0.5665649941691703
[110010101],0.17537885246399731
[110010110],-0.6441711991880784
[110010111],-3.5346636316923092
[110011000],-4.42427223924158
[110011001],-5.935757203777661
[110011010],0.4820784061416569
[110011011],0.26510748695123015
[110011100],0.11453800613817326
[110011101],-0.28867752234423766
[110011110],-0.5564074770166926
[110011111],-1.9437056699365776
[110100000],-2.3215350013497553
[110100001],-3.2999329920531353
[110100010],-3.2142674545210568
[110100011],-5.32387336258963
[110100100],-0.9692096446077967
[110100101],-2.8269128855469816
[110100110],-4.311780959369381
[110100111],-7.258194767767681
[110101000],-5.700725836280691
[110101001],nan
[110101010],-2.7510127702597704
[110101011],-2.6928117420119055
[110101100],-3.394196898085433
[110101101],-3.929460666213369
[110101110],-4.208210084699886
[110101111],-5.18552893570947
[110110000],-5.528286381465964
[110110001],-5.542991274891647
[110110010],-5.748401312885943
[110110011],-7.518657790143595
[110110100],-2.7595269000714517
[110110101],-4.761592613253842
[110110110],nan
[110110111],-7.288006128637658
[110111000],nan
[110111001],nan
[110111010],-5.311872410626311
[110111011],-5.095404856514805
[110111100],-5.094646076586218
[110111101],-6.399623885206364
[110111110],-4.81053273912644
[110111111],nan
[111000000],0.5715944512685751
[111000001],-0.003137054022668654
[111000010],0.08516314187467944
[111000011],-2.1678401286457682
[111000100],0.7049575493279433
[111000101],0.3463461713245259
[111000110],-0.9109097098561675
[111000111],-3.8612789824494307
[111001000],-4.973980766569035
[111001001],-6.80614973291411
[111001010],0.14238722302185872
[111001011],-0.13828348416076244
[111001100],-0.4470713423712615
[111001101],-1.0089881617547543
[111001110],-0.9901580989254959
[111001111],-1.8991059849098342
[111010000],0.6811537043516768
[111010001],0.24868303119951515
[111010010],0.453903743400282
[111010011],-1.9979433596488896
[111010100],0.6458848252325263
[111010101],0.19803635209830664
[111010110],-0.5764828390995252
[111010111],-3.5702091165344423
[111011000],-4.706012156253908
[111011001],-6.466970807129035
[111011010],0.5310181970076923
[111011011],0.19222212050107165
[111011100],-0.21081524339220067
[111011101],-0.4490203266513979
[111011110],-0.4979857517005324
[111011111],-1.8189080136217248
[111100000],-2.47165554733013
[111100001],-2.525672346991195
[111100010],-2.9096292858812274
[111100011],-4.789875791188873
[111100100],-0.8485009380167395
[111100101],-2.5752343632821897
[111100110],-3.56411331872947
[111100111],-6.618863406613785
[111101000],-5.66102759412707
[111101001],-7.0369080335106515
[111101010],-2.1723900678570014
[111101011],-2.2187424113093805
[111101100],-2.8576140390864793
[111101101],-3.3023458538905626
[111101110],-3.760942160755269
[111101111],-5.3281219453851705
[111110000],-4.283408535364251
[111110001],-4.797762984245551
[111110010],-4.892359685054161
[111110011],-6.401590459248761
[111110100],-2.235842754797337
[111110101],-3.8931112733282496
[111110110],-5.232261148388147
[111110111],nan
[111111000],nan
[111111001],nan
[111111010],-4.583449135164489
[111111011],-4.048439705809423
[111111100],-4.610732065527866
[111111101],-5.248899048847716
[111111110],-5.349487087562874
[111111111],-6.467005745898873
