genotype,s_r vs. LibB_pre
[001011111],6.4343299268309
[001100000],-0.4405771910653975
[001100001],1.6703449330282583
[001100010],nan
[001100011],nan
[001100100],nan
[001100101],0.07811744505560991
[001100110],nan
[001100111],nan
[001101000],nan
[001101001],nan
[001101010],nan
[001101011],-0.13175220971943702
[001101100],nan
[001101101],1.5737496055391516
[001101110],nan
[001101111],0.46957526273305916
[001110000],nan
[001110001],nan
[001110010],nan
[001110011],nan
[001110100],nan
[001110101],nan
[001110110],nan
[001110111],nan
[001111000],nan
[001111001],nan
[001111010],nan
[001111011],nan
[001111100],nan
[001111101],-0.44545212897028197
[001111110],nan
[001111111],nan
[010000000],5.083458105741811
[010000001],8.34845209301492
[010000010],-1.264097891633127
[010000011],4.639805858713126
[010000100],3.2004172947635676
[010000101],7.417781922839885
[010000110],4.143972372473008
[010000111],3.762307935427333
[010001000],3.716136439657697
[010001001],2.990186830376535
[010001010],2.515890916659714
[010001011],7.7493078528051935
[010001100],3.829818872230114
[010001101],7.811164254257124
[010001110],3.0828478058430853
[010001111],7.457674072240292
[010010000],4.195485404544624
[010010001],7.781622137426183
[010010010],-0.3441398133084732
[010010011],4.086783448197604
[010010100],3.1882727700569897
[010010101],6.545515063789508
[010010110],3.036475415786859
[010010111],2.588343029563393
[010011000],1.952271201278399
[010011001],2.088572563503707
[010011010],2.1774347138153836
[010011011],7.354408980223386
[010011100],4.074945087002302
[010011101],8.163927793484461
[010011110],2.110728512172014
[010011111],6.442197029049799
[010100000],-1.1312228214774835
[010100001],2.0793684886089037
[010100010],nan
[010100011],nan
[010100100],nan
[010100101],0.9162663886725717
[010100110],-1.636309532116453
[010100111],nan
[010101000],nan
[010101001],nan
[010101010],nan
[010101011],1.018556910092565
[010101100],nan
[010101101],0.21300797885301392
[010101110],nan
[010101111],nan
[010110000],nan
[010110001],-0.5679605191251511
[010110010],nan
[010110011],nan
[010110100],nan
[010110101],nan
[010110110],nan
[010110111],nan
[010111000],nan
[010111001],nan
[010111010],nan
[010111011],nan
[010111100],nan
[010111101],nan
[010111110],nan
[010111111],nan
[011000000],5.142020580462723
[011000001],8.383087113570403
[011000010],-1.2670655760241605
[011000011],4.627022442127547
[011000100],3.3553175174879306
[011000101],7.248726584874252
[011000110],3.9354835213219026
[011000111],3.741413650327834
[011001000],4.919262127575624
[011001001],3.3911480314050473
[011001010],2.383006241227249
[011001011],7.693754212272392
[011001100],3.703683631865087
[011001101],7.725717621261037
[011001110],3.469476618793432
[011001111],7.435686831034946
[011010000],4.408309323407746
[011010001],8.00012359095031
[011010010],-1.0344882662702402
[011010011],4.628607607313402
[011010100],3.260783720580674
[011010101],7.613943751005478
[011010110],3.19580697002996
[011010111],2.9618180429311707
[011011000],2.5375447162664653
[011011001],2.5134311649739
[011011010],2.7872323371976315
[011011011],7.800439904114888
[011011100],4.2577547883214
[011011101],8.277288191077604
[011011110],2.716429917609616
[011011111],6.664775523171471
[011100000],-1.2606643214729836
[011100001],0.9294099288360043
[011100010],nan
[011100011],nan
[011100100],-1.9970691456779646
[011100101],-0.7443160030196347
[011100110],nan
[011100111],nan
[011101000],nan
[011101001],nan
[011101010],nan
[011101011],-0.18813909378541194
[011101100],nan
[011101101],1.1842969578821245
[011101110],nan
[011101111],nan
[011110000],nan
[011110001],-0.3780676399498777
[011110010],nan
[011110011],nan
[011110100],nan
[011110101],nan
[011110110],nan
[011110111],nan
[011111000],nan
[011111001],nan
[011111010],nan
[011111011],nan
[011111100],nan
[011111101],-0.4742462209740559
[011111110],nan
[011111111],nan
[100000000],1.5589318753836672
[100000001],1.4280576490750159
[100000010],nan
[100000011],-1.65721126563344
[100000100],-2.956237690847897
[100000101],0.8093302863235916
[100000110],-1.375576072470178
[100000111],nan
[100001000],nan
[100001001],nan
[100001010],nan
[100001011],0.5562209383294707
[100001100],nan
[100001101],0.3841852238407242
[100001110],nan
[100001111],-0.971445455671069
[100010000],nan
[100010001],-0.1618318429172474
[100010010],nan
[100010011],-1.5126846418120445
[100010100],nan
[100010101],0.6227861598610991
[100010110],nan
[100010111],nan
[100011000],nan
[100011001],nan
[100011010],nan
[100011011],0.4409259268075312
[100011100],nan
[100011101],0.5260596913986735
[100011110],nan
[100011111],0.20868882886721973
[100100000],nan
[100100001],0.28099546881885384
[100100010],nan
[100100011],nan
[100100100],nan
[100100101],nan
[100100110],nan
[100100111],nan
[100101000],nan
[100101001],nan
[100101010],nan
[100101011],-2.528754316969917
[100101100],nan
[100101101],nan
[100101110],nan
[100101111],nan
[100110000],nan
[100110001],nan
[100110010],nan
[100110011],nan
[100110100],nan
[100110101],-1.2962678600470614
[100110110],nan
[100110111],nan
[100111000],nan
[100111001],nan
[100111010],-4.114529558588562
[100111011],nan
[100111100],nan
[100111101],nan
[100111110],nan
[100111111],nan
[101000000],5.240143456601327
[101000001],8.457241761373064
[101000010],1.2683725190344415
[101000011],5.496400129766679
[101000100],4.088805981837617
[101000101],7.894292624823061
[101000110],3.488413928492096
[101000111],2.7120069380488503
[101001000],2.862844869507133
[101001001],2.3639018962703995
[101001010],2.8008868692105504
[101001011],7.347093613013001
[101001100],3.762270079038451
[101001101],7.891680867661212
[101001110],2.268603295833957
[101001111],7.101724818612567
[101010000],5.327617007965843
[101010001],8.610120742187144
[101010010],nan
[101010011],5.25106629045713
[101010100],3.2118548896958963
[101010101],7.489632164531389
[101010110],3.541228713000426
[101010111],2.330150047024437
[101011000],2.0398248859539496
[101011001],2.254403982792778
[101011010],3.8463164986113085
[101011011],8.002499663159176
[101011100],2.8089293264909285
[101011101],8.121059362745893
[101011110],2.495681937816574
[101011111],6.873151853973628
[101100000],nan
[101100001],1.6258420270021388
[101100010],nan
[101100011],nan
[101100100],-2.1588913096279
[101100101],1.5532764418801728
[101100110],-0.2742894466706236
[101100111],nan
[101101000],nan
[101101001],nan
[101101010],nan
[101101011],0.8660283367977941
[101101100],nan
[101101101],0.6391720541838204
[101101110],nan
[101101111],nan
[101110000],0.4596644436156545
[101110001],nan
[101110010],nan
[101110011],nan
[101110100],nan
[101110101],0.4983297745825288
[101110110],nan
[101110111],nan
[101111000],nan
[101111001],nan
[101111010],nan
[101111011],nan
[101111100],nan
[101111101],nan
[101111110],nan
[101111111],0.4376689232554174
[110000000],5.310923956628056
[110000001],8.501768753888271
[110000010],0.7791839030456709
[110000011],5.63153163985708
[110000100],4.266326502589079
[110000101],7.943283061827584
[110000110],3.670226084780246
[110000111],2.228429960002989
[110001000],2.54992408894715
[110001001],2.409373156826822
[110001010],3.3295308605058285
[110001011],7.320077646255571
[110001100],3.872094931888671
[110001101],7.693380838662951
[110001110],1.6257601028855921
[110001111],6.9070670426112635
[110010000],5.205510328322175
[110010001],8.48137848553457
[110010010],0.5659838729276965
[110010011],5.152843123412735
[110010100],3.397869974365379
[110010101],7.488867306214731
[110010110],3.259451565545
[110010111],2.1275332298256577
[110011000],3.1429301811033556
[110011001],1.1876367652526163
[110011010],4.217814989603003
[110011011],7.936653744517287
[110011100],3.328134330509312
[110011101],8.335660247602746
[110011110],1.474734299788821
[110011111],6.918492467059591
[110100000],-0.1644762183310835
[110100001],0.6424462726614477
[110100010],nan
[110100011],nan
[110100100],-2.0500174167676715
[110100101],2.2205027413393386
[110100110],nan
[110100111],nan
[110101000],nan
[110101001],nan
[110101010],nan
[110101011],1.5158096378363135
[110101100],nan
[110101101],1.7149382604520707
[110101110],nan
[110101111],0.6163259717839606
[110110000],nan
[110110001],nan
[110110010],nan
[110110011],nan
[110110100],nan
[110110101],0.7780941473864154
[110110110],nan
[110110111],nan
[110111000],nan
[110111001],nan
[110111010],nan
[110111011],-0.3852505373894317
[110111100],nan
[110111101],0.057899971390285465
[110111110],nan
[110111111],nan
[111000000],5.358085452604175
[111000001],8.497191576675087
[111000010],nan
[111000011],5.20307444811013
[111000100],4.120450500448037
[111000101],8.00188903737368
[111000110],3.150799830485645
[111000111],2.515100382193292
[111001000],2.879376786072558
[111001001],2.2614536837781527
[111001010],3.0871636441047805
[111001011],7.302430047952262
[111001100],3.3613278977761123
[111001101],7.848491588768939
[111001110],1.493189068868733
[111001111],7.007660975376782
[111010000],5.004833117968611
[111010001],8.455710997337873
[111010010],-0.035670967207583004
[111010011],4.85753373706274
[111010100],3.357155533838275
[111010101],7.389468837793718
[111010110],3.682588437795386
[111010111],1.9041750394670478
[111011000],2.3901509353604062
[111011001],2.697914628641014
[111011010],3.684452590342941
[111011011],7.849554917085184
[111011100],3.0286896976643223
[111011101],8.104044830636271
[111011110],2.048800194874746
[111011111],6.901452893217096
[111100000],nan
[111100001],1.799005028958772
[111100010],nan
[111100011],nan
[111100100],-2.1043445016783586
[111100101],1.687498161219687
[111100110],nan
[111100111],nan
[111101000],nan
[111101001],0.107431908943604
[111101010],nan
[111101011],1.9549190155630352
[111101100],-0.1404016337599172
[111101101],1.3984538383837029
[111101110],nan
[111101111],nan
[111110000],nan
[111110001],0.17196326549999874
[111110010],nan
[111110011],nan
[111110100],nan
[111110101],nan
[111110110],nan
[111110111],nan
[111111000],nan
[111111001],nan
[111111010],nan
[111111011],nan
[111111100],nan
[111111101],nan
[111111110],nan
[111111111],nan
